COUNTY,DESCRIPTION,DATE,PATIENT,ENCOUNTER,CODE,VALUE,UNITS,TYPE
Plymouth County,Regional lymph nodes.clinical [Class] Cancer,1,1,1,1,1,0,1
Plymouth County,NT-proBNP,1,1,1,1,1,1,1
Plymouth County,Oxygen saturation in Arterial blood,1,1,1,1,1,1,1
Plymouth County,Distant metastases.clinical [Class] Cancer,1,1,1,1,1,0,1
Plymouth County,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,1,1,1,1,1,0,1
Plymouth County,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,1,1,1,1,1,0,1
Plymouth County,Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain,1,1,1,1,1,0,1
Plymouth County,Size.maximum dimension in Tumor,1,1,1,1,1,1,1
Plymouth County,Site of distant metastasis in Breast tumor,1,1,1,1,1,0,1
Plymouth County,HER2 [Presence] in Breast cancer specimen by FISH,1,1,1,1,1,1,1
Plymouth County,HER2 [Presence] in Breast cancer specimen by Immune stain,1,1,1,1,1,0,1
Suffolk County,Pain severity - 0-10 verbal numeric rating [Score] - Reported,2657,2657,2657,2657,2657,2657,2657
Suffolk County,Diastolic Blood Pressure,1399,1399,1399,1399,1399,1399,1399
Suffolk County,Systolic Blood Pressure,1399,1399,1399,1399,1399,1399,1399
Suffolk County,Body Weight,1388,1388,1388,1388,1388,1388,1388
Suffolk County,Body Height,1388,1388,1388,1388,1388,1388,1388
Suffolk County,Respiratory rate,1388,1388,1388,1388,1388,1388,1388
Suffolk County,Heart rate,1388,1388,1388,1388,1388,1388,1388
Suffolk County,Tobacco smoking status NHIS,1388,1388,1388,1388,1388,0,1388
Suffolk County,Body Mass Index,1250,1250,1250,1250,1250,1250,1250
Suffolk County,Weight difference [Mass difference] --pre dialysis - post dialysis,1215,1215,1215,1215,1215,1215,1215
Suffolk County,QOLS,1166,1166,0,1166,1166,1166,1166
Suffolk County,QALY,1166,1166,0,1166,1166,1166,1166
Suffolk County,DALY,1166,1166,0,1166,1166,1166,1166
Suffolk County,Creatinine,722,722,722,722,722,722,722
Suffolk County,Calcium,722,722,722,722,722,722,722
Suffolk County,Carbon Dioxide,722,722,722,722,722,722,722
Suffolk County,Chloride,722,722,722,722,722,722,722
Suffolk County,Potassium,722,722,722,722,722,722,722
Suffolk County,Glucose,722,722,722,722,722,722,722
Suffolk County,Sodium,722,722,722,722,722,722,722
Suffolk County,Urea Nitrogen,722,722,722,722,722,722,722
Suffolk County,Triglycerides,547,547,547,547,547,547,547
Suffolk County,Total Cholesterol,547,547,547,547,547,547,547
Suffolk County,Low Density Lipoprotein Cholesterol,547,547,547,547,547,547,547
Suffolk County,High Density Lipoprotein Cholesterol,547,547,547,547,547,547,547
Suffolk County,Hemoglobin A1c/Hemoglobin.total in Blood,492,492,492,492,492,492,492
Suffolk County,Body mass index (BMI) [Percentile] Per age and gender,306,306,306,306,306,306,306
Suffolk County,Hemoglobin [Mass/volume] in Blood,248,248,248,248,248,248,248
Suffolk County,MCV [Entitic volume] by Automated count,247,247,247,247,247,247,247
Suffolk County,MCH [Entitic mass] by Automated count,247,247,247,247,247,247,247
Suffolk County,Platelets [#/volume] in Blood by Automated count,247,247,247,247,247,247,247
Suffolk County,Platelet distribution width [Entitic volume] in Blood by Automated count,247,247,247,247,247,247,247
Suffolk County,MCHC [Mass/volume] by Automated count,247,247,247,247,247,247,247
Suffolk County,Platelet mean volume [Entitic volume] in Blood by Automated count,247,247,247,247,247,247,247
Suffolk County,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,240,240,240,240,240,240,240
Suffolk County,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,240,240,240,240,240,240,240
Suffolk County,Albumin [Mass/volume] in Serum or Plasma,240,240,240,240,240,240,240
Suffolk County,Globulin [Mass/volume] in Serum by calculation,240,240,240,240,240,240,240
Suffolk County,Bilirubin.total [Mass/volume] in Serum or Plasma,240,240,240,240,240,240,240
Suffolk County,Protein [Mass/volume] in Serum or Plasma,240,240,240,240,240,240,240
Suffolk County,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,240,240,240,240,240,240,240
Suffolk County,Glomerular filtration rate/1.73 sq M.predicted,240,240,240,240,240,240,240
Suffolk County,Hematocrit [Volume Fraction] of Blood by Automated count,232,232,232,232,232,232,232
Suffolk County,Leukocytes [#/volume] in Blood by Automated count,232,232,232,232,232,232,232
Suffolk County,Erythrocytes [#/volume] in Blood by Automated count,232,232,232,232,232,232,232
Suffolk County,Erythrocyte distribution width [Entitic volume] by Automated count,232,232,232,232,232,232,232
Suffolk County,Estimated Glomerular Filtration Rate,227,227,227,227,227,227,227
Suffolk County,Microalbumin Creatinine Ratio,227,227,227,227,227,227,227
Suffolk County,Weight-for-length Per age and sex,205,205,205,205,205,205,205
Suffolk County,Head Occipital-frontal circumference,205,205,205,205,205,205,205
Suffolk County,Odor of Urine,128,128,128,128,128,128,128
Suffolk County,Leukocyte esterase [Presence] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Clarity of Urine,128,128,128,128,128,128,128
Suffolk County,Color of Urine,128,128,128,128,128,128,128
Suffolk County,Bilirubin.total [Presence] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Bilirubin.total [Mass/volume] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Appearance of Urine,128,128,128,128,128,128,128
Suffolk County,Glucose [Mass/volume] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Glucose [Presence] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Hemoglobin [Presence] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,pH of Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Ketones [Presence] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Ketones [Mass/volume] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Protein [Presence] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Specific gravity of Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Nitrite [Presence] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Protein [Mass/volume] in Urine by Test strip,128,128,128,128,128,128,128
Suffolk County,Body temperature,102,102,102,102,102,102,102
Suffolk County,Prostate specific Ag [Mass/volume] in Serum or Plasma,44,44,44,44,44,44,44
Suffolk County,Physical findings of Prostate,44,44,44,44,44,44,44
Suffolk County,Hematocrit [Volume Fraction] of Blood,16,16,16,16,16,16,16
Suffolk County,RDW - Erythrocyte distribution width Auto (RBC) [Entitic vol],15,15,15,15,15,15,15
Suffolk County,WBC Auto (Bld) [#/Vol],15,15,15,15,15,15,15
Suffolk County,RBC Auto (Bld) [#/Vol],15,15,15,15,15,15,15
Suffolk County,Left ventricular Ejection fraction,12,12,12,12,12,12,12
Suffolk County,Cow milk IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,American house dust mite IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,White oak IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Cat dander IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Wheat IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Walnut IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Cladosporium herbarum IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Shrimp IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Soybean IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Codfish IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Common Ragweed IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Peanut IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Latex IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Honey bee IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,Egg white IgE Ab in Serum,9,9,9,9,9,9,9
Suffolk County,DXA [T-score] Bone density,9,9,9,9,9,9,9
Suffolk County,FEV1/FVC,8,8,8,8,8,8,8
Suffolk County,Response to cancer treatment,8,8,8,8,8,0,8
Suffolk County,US Guidance for biopsy of Prostate,7,7,7,7,7,7,7
Suffolk County,Total score [MMSE],5,5,5,5,5,5,5
Suffolk County,Polyp size greatest dimension by CAP cancer protocols,5,5,5,5,5,5,5
Suffolk County,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,5,5,5,5,5,5,5
Suffolk County,Stage group.clinical Cancer,4,4,4,4,4,0,4
Suffolk County,Sexual orientation,3,3,3,3,3,3,3
Suffolk County,HIV status,3,3,3,3,3,3,3
Suffolk County,Oxygen saturation in Arterial blood,3,3,3,3,3,3,3
Suffolk County,NT-proBNP,3,3,3,3,3,3,3
Suffolk County,Housing status,3,3,3,3,3,3,3
Suffolk County,History of Hospitalizations+Outpatient visits,3,3,3,3,3,3,3
Suffolk County,Abuse Status [OMAHA],3,3,3,3,3,3,3
Suffolk County,Are you covered by health insurance or some other kind of health care plan [PhenX],3,3,3,3,3,3,3
Suffolk County,Treatment status Cancer,2,2,2,2,2,0,2
Suffolk County,Size.maximum dimension in Tumor,2,2,2,2,2,2,2
Suffolk County,Site of distant metastasis in Breast tumor,2,2,2,2,2,0,2
Suffolk County,Regional lymph nodes.clinical [Class] Cancer,2,2,2,2,2,0,2
Suffolk County,HER2 [Presence] in Breast cancer specimen by Immune stain,2,2,2,2,2,0,2
Suffolk County,HER2 [Presence] in Breast cancer specimen by FISH,2,2,2,2,2,2,2
Suffolk County,Distant metastases.clinical [Class] Cancer,2,2,2,2,2,0,2
Suffolk County,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,2,2,2,2,2,2,2
Suffolk County,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,2,2,2,2,2,0,2
Suffolk County,Percentage area affected by eczema Upper extremitiy - bilateral,2,2,2,2,2,2,2
Suffolk County,Percentage area affected by eczema Trunk,2,2,2,2,2,2,2
Suffolk County,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,2,2,2,2,2,0,2
Suffolk County,Primary tumor.clinical [Class] Cancer,2,2,2,2,2,0,2
Suffolk County,Percentage area affected by eczema Head and Neck,2,2,2,2,2,2,2
Suffolk County,Percentage area affected by eczema Lower extremitiy - bilateral,2,2,2,2,2,2,2
Suffolk County,Cause of Death [US Standard Certificate of Death],1,1,1,1,1,0,1
Suffolk County,Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain,1,1,1,1,1,0,1
Suffolk County,Tumor marker Cancer,1,1,1,1,1,0,1
Suffolk County,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,1,1,1,1,1,1,1
Suffolk County,Thyrotropin [Units/volume] in Serum or Plasma,1,1,1,1,1,1,1
Worcester County,Pain severity - 0-10 verbal numeric rating [Score] - Reported,2974,2974,2974,2974,2974,2974,2974
Worcester County,Diastolic Blood Pressure,1707,1707,1707,1707,1707,1707,1707
Worcester County,Systolic Blood Pressure,1707,1707,1707,1707,1707,1707,1707
Worcester County,Respiratory rate,1697,1697,1697,1697,1697,1697,1697
Worcester County,Body Weight,1697,1697,1697,1697,1697,1697,1697
Worcester County,Heart rate,1697,1697,1697,1697,1697,1697,1697
Worcester County,Tobacco smoking status NHIS,1697,1697,1697,1697,1697,0,1697
Worcester County,Body Height,1697,1697,1697,1697,1697,1697,1697
Worcester County,Body Mass Index,1567,1567,1567,1567,1567,1567,1567
Worcester County,QOLS,1292,1292,0,1292,1292,1292,1292
Worcester County,QALY,1292,1292,0,1292,1292,1292,1292
Worcester County,DALY,1292,1292,0,1292,1292,1292,1292
Worcester County,Weight difference [Mass difference] --pre dialysis - post dialysis,1214,1214,1214,1214,1214,1214,1214
Worcester County,Sodium,1080,1080,1080,1080,1080,1080,1080
Worcester County,Potassium,1080,1080,1080,1080,1080,1080,1080
Worcester County,Calcium,1080,1080,1080,1080,1080,1080,1080
Worcester County,Carbon Dioxide,1080,1080,1080,1080,1080,1080,1080
Worcester County,Chloride,1080,1080,1080,1080,1080,1080,1080
Worcester County,Urea Nitrogen,1080,1080,1080,1080,1080,1080,1080
Worcester County,Creatinine,1080,1080,1080,1080,1080,1080,1080
Worcester County,Glucose,1080,1080,1080,1080,1080,1080,1080
Worcester County,Total Cholesterol,839,839,839,839,839,839,839
Worcester County,Low Density Lipoprotein Cholesterol,839,839,839,839,839,839,839
Worcester County,High Density Lipoprotein Cholesterol,839,839,839,839,839,839,839
Worcester County,Triglycerides,839,839,839,839,839,839,839
Worcester County,Hemoglobin A1c/Hemoglobin.total in Blood,712,712,712,712,712,712,712
Worcester County,Microalbumin Creatinine Ratio,386,386,386,386,386,386,386
Worcester County,Estimated Glomerular Filtration Rate,386,386,386,386,386,386,386
Worcester County,Body mass index (BMI) [Percentile] Per age and gender,368,368,368,368,368,368,368
Worcester County,Glomerular filtration rate/1.73 sq M.predicted,350,350,350,350,350,350,350
Worcester County,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,348,348,348,348,348,348,348
Worcester County,Globulin [Mass/volume] in Serum by calculation,348,348,348,348,348,348,348
Worcester County,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,348,348,348,348,348,348,348
Worcester County,Albumin [Mass/volume] in Serum or Plasma,348,348,348,348,348,348,348
Worcester County,Protein [Mass/volume] in Serum or Plasma,348,348,348,348,348,348,348
Worcester County,Bilirubin.total [Mass/volume] in Serum or Plasma,348,348,348,348,348,348,348
Worcester County,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,348,348,348,348,348,348,348
Worcester County,Platelet mean volume [Entitic volume] in Blood by Automated count,314,314,314,314,314,314,314
Worcester County,Platelet distribution width [Entitic volume] in Blood by Automated count,314,314,314,314,314,314,314
Worcester County,Platelets [#/volume] in Blood by Automated count,314,314,314,314,314,314,314
Worcester County,MCV [Entitic volume] by Automated count,314,314,314,314,314,314,314
Worcester County,MCHC [Mass/volume] by Automated count,314,314,314,314,314,314,314
Worcester County,Hemoglobin [Mass/volume] in Blood,314,314,314,314,314,314,314
Worcester County,MCH [Entitic mass] by Automated count,314,314,314,314,314,314,314
Worcester County,Erythrocyte distribution width [Entitic volume] by Automated count,306,306,306,306,306,306,306
Worcester County,Leukocytes [#/volume] in Blood by Automated count,306,306,306,306,306,306,306
Worcester County,Hematocrit [Volume Fraction] of Blood by Automated count,306,306,306,306,306,306,306
Worcester County,Erythrocytes [#/volume] in Blood by Automated count,306,306,306,306,306,306,306
Worcester County,Weight-for-length Per age and sex,198,198,198,198,198,198,198
Worcester County,Head Occipital-frontal circumference,198,198,198,198,198,198,198
Worcester County,Glucose [Presence] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Hemoglobin [Presence] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Ketones [Mass/volume] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Ketones [Presence] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Protein [Mass/volume] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Odor of Urine,134,134,134,134,134,134,134
Worcester County,Leukocyte esterase [Presence] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Nitrite [Presence] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Glucose [Mass/volume] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Protein [Presence] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Specific gravity of Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Color of Urine,134,134,134,134,134,134,134
Worcester County,Clarity of Urine,134,134,134,134,134,134,134
Worcester County,Bilirubin.total [Presence] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Bilirubin.total [Mass/volume] in Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Appearance of Urine,134,134,134,134,134,134,134
Worcester County,pH of Urine by Test strip,134,134,134,134,134,134,134
Worcester County,Body temperature,114,114,114,114,114,114,114
Worcester County,Left ventricular Ejection fraction,50,50,50,50,50,50,50
Worcester County,Physical findings of Prostate,32,32,32,32,32,32,32
Worcester County,Prostate specific Ag [Mass/volume] in Serum or Plasma,32,32,32,32,32,32,32
Worcester County,FEV1/FVC,26,26,26,26,26,26,26
Worcester County,Response to cancer treatment,17,17,17,17,17,0,17
Worcester County,DXA [T-score] Bone density,14,14,14,14,14,14,14
Worcester County,NT-proBNP,12,12,12,12,12,12,12
Worcester County,Oxygen saturation in Arterial blood,12,12,12,12,12,12,12
Worcester County,Polyp size greatest dimension by CAP cancer protocols,11,11,11,11,11,11,11
Worcester County,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,11,11,11,11,11,11,11
Worcester County,Total score [MMSE],10,10,10,10,10,10,10
Worcester County,Cladosporium herbarum IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,American house dust mite IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Common Ragweed IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Codfish IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Cat dander IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Cow milk IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Soybean IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Egg white IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,White oak IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Wheat IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Walnut IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Peanut IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,US Guidance for biopsy of Prostate,9,9,9,9,9,9,9
Worcester County,Latex IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Shrimp IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Honey bee IgE Ab in Serum,9,9,9,9,9,9,9
Worcester County,Sexual orientation,8,8,8,8,8,8,8
Worcester County,RDW - Erythrocyte distribution width Auto (RBC) [Entitic vol],8,8,8,8,8,8,8
Worcester County,WBC Auto (Bld) [#/Vol],8,8,8,8,8,8,8
Worcester County,HIV status,8,8,8,8,8,8,8
Worcester County,Are you covered by health insurance or some other kind of health care plan [PhenX],8,8,8,8,8,8,8
Worcester County,Abuse Status [OMAHA],8,8,8,8,8,8,8
Worcester County,Hematocrit [Volume Fraction] of Blood,8,8,8,8,8,8,8
Worcester County,History of Hospitalizations+Outpatient visits,8,8,8,8,8,8,8
Worcester County,Housing status,8,8,8,8,8,8,8
Worcester County,RBC Auto (Bld) [#/Vol],8,8,8,8,8,8,8
Worcester County,Stage group.clinical Cancer,6,6,6,6,6,0,6
Worcester County,Size.maximum dimension in Tumor,3,3,3,3,3,3,3
Worcester County,Regional lymph nodes.clinical [Class] Cancer,3,3,3,3,3,0,3
Worcester County,Site of distant metastasis in Breast tumor,3,3,3,3,3,0,3
Worcester County,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,3,3,3,3,3,0,3
Worcester County,Treatment status Cancer,3,3,3,3,3,0,3
Worcester County,Primary tumor.clinical [Class] Cancer,3,3,3,3,3,0,3
Worcester County,HER2 [Presence] in Breast cancer specimen by FISH,3,3,3,3,3,3,3
Worcester County,HER2 [Presence] in Breast cancer specimen by Immune stain,3,3,3,3,3,0,3
Worcester County,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,3,3,3,3,3,0,3
Worcester County,Distant metastases.clinical [Class] Cancer,3,3,3,3,3,0,3
Worcester County,Cause of Death [US Standard Certificate of Death],2,2,2,2,2,0,2
Worcester County,Percentage area affected by eczema Upper extremitiy - bilateral,2,2,2,2,2,2,2
Worcester County,Percentage area affected by eczema Trunk,2,2,2,2,2,2,2
Worcester County,Percentage area affected by eczema Lower extremitiy - bilateral,2,2,2,2,2,2,2
Worcester County,Percentage area affected by eczema Head and Neck,2,2,2,2,2,2,2
Worcester County,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,1,1,1,1,1,1,1
Worcester County,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,1,1,1,1,1,1,1
Worcester County,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,1,1,1,1,1,1,1
Worcester County,Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain,1,1,1,1,1,0,1
